name,iso639-3,family-tree
Ibatan,ivb,"Austronesian,Malayo-Polynesian,Philippine,(?),Batanic,Ivatan"
Popti',jac,"Mayan,Qʼanjobalan–Chujean,Qʼanjobalan,Kanjobal–Jacaltec,Jakaltek"
Ivatan,ivv,"Austronesian,Malayo-Polynesian,Philippine,(?),Batanic,Ivatan"
Izii,izz,"Niger–Congo,?,Atlantic–Congo,Volta–Niger,.mw-parser-output span.smallcaps{font-variant:small-caps}.mw-parser-output span.smallcaps-smaller{font-size:85%},yeai,Igboid,Nuclear Igboid,Izi–Ezaa–Ikwo–Mgbo,Izi"
Tol,jic,"Hokan,?,Jicaquean,Tol"
Jukun Takum,jbu,"Niger–Congo,?,Atlantic–Congo languages,Volta–Congo languages,Benue–Congo,Jukunoid,Central,Jukun languages,Jukun"
Shuar,jiv,"Chicham,Shuar"
Jamaican Creole English,jam,"English creole,Atlantic,Western,Jamaican Patois"
Yabem,jae,"Austronesian,Malayo-Polynesian,Oceanic,Western Oceanic,North New Guinea,?,Ngero–Vitiaz,?,Huon Gulf,North Huon Gulf,Yabem"
Machame,jmc,"Niger–Congo,?,Atlantic–Congo,Benue–Congo,Bantoid,Southern Bantoid,Bantu,Northeast Bantu,Chaga–,Taita,Chaga,West Kilimanjaro"
Javanese,jav,"Austronesian,Malayo-Polynesian,Javanese"
Japanese,jpn,"Japonic,Japanese"
Kara-Kalpak,kaa,"Turkic,Common Turkic,Kipchak,Kipchak–Nogai,Karakalpak"
Caribbean Javanese,jvn,"Austronesian,Malayo-Polynesian,Javanese"
Jarai,jra,"Austronesian,Malayo-Polynesian,Malayo-Sumbawan,(?),Chamic,Highlands,Jarai"
Xaasongaxango,kao,"Niger–Congo,?,Mande,Western Mande,...,Manding,West Manding,Kassonke"
Kabyle,kab,"Afro-Asiatic,Berber,Northern Berber,Kabyle"
Kachin,kac,"Sino-Tibetan,Sal,Jingpho–Luish,Jingpho"
Bezhta,kap,"Northeast Caucasian,Tsezic,Bezhta–Hunzib–Khwarshi,Bezhta"
Kalaallisut,kal,"Eskimo–Aleut,Eskimo,Inuit,Greenlandic"
Capanahua,kaq,"Panoan,Mainline Panoan,Nawa,Chama,Shipibo-Conibo"
Kannada,kan,"Dravidian,Southern,Tamil–Kannada,[3],Kannada–Badaga,Kannada"
Georgian,kat,"Kartvelian,Karto-Zan,Georgian"
Kabardian,kbd,"Northwest Caucasian,Circassian,Kabardian"
Kadiwéu,kbc,"Guaicuruan,Kadiwéu"
Kazakh,kaz,"Turkic,Common Turkic,Kipchak,Kipchak–Nogai,Kazakh"
Iwal,kbm,"Austronesian,Malayo-Polynesian,Oceanic,Western Oceanic,North New Guinea,?,Ngero–Vitiaz,?,Huon Gulf,South Huon Gulf,Iwal"
Camsá,kbh,Language isolate
Kamano,kbq,"Trans–New Guinea,Kainantu–Goroka,Goroka,Kamano–Yagaria,Kamano"
Kafa,kbr,"Afro-Asiatic,Omotic,North,Gonga,Kafa–Shekkacho,Kafa,unattested"
Kabiyè,kbp,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Savannas,Gur,Southern,Gurunsi,Eastern,Kabiye"
Kutu,kdc,"Niger–Congo,?,Atlantic–Congo,Benue–Congo,Bantoid,Bantu,Northeast Bantu,Northeast Coast Bantu,Ruvu (G30+G10),Kutu"
Tem,kdh,"Niger–Congo,?,Atlantic–Congo,Gur,Southern,Gurunsi,Eastern,Tem"
Karamojong,kdj,"Nilo-Saharan,?,Eastern Sudanic,Nilotic,Eastern Nilotic,Ateker,-,Lotuko,-,Maa,Ateker,Karamojong"
Kalanga,kck,"Niger–Congo,?,Atlantic–Congo,Benue–Congo,Southern,Bantu,Shona group (S.10),Kalanga"
Makonde,kde,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Southern Bantoid,Bantu,Rufiji–Ruvuma,Ruvuma,Makonde languages,Makonde"
Kumam,kdi,"Nilo-Saharan,?,Eastern Sudanic,Nilotic,Western Nilotic,Luo,Southern Luo,Lango-Kumam,Kumam"
Kenyang,ken,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Southern Bantoid,Mamfe,Kenyang"
West Kewa,kew,"Engan,South,Kewa"
Tsikimba,kdl,"Niger–Congo,?,Benue–Congo,Kainji,Kambari,Kimba"
Kekchí,kek,"Mayan,Quichean–Mamean,Greater Quichean,Qʼeqchiʼ"
Kube,kgf,"Trans–New Guinea,Finisterre–Huon,Huon,Eastern Huon,Kube-Tobo"
Koya,kff,"Dravidian,South-Central,Gondi–Kui,Kuvi–Kui,Koya"
Kaiwá,kgk,"Tupian,Tupí–Guaraní,Guaraní (I),Kaiwá"
Kaingang,kgp,"Macro-Jê,Jê,Jê of Paraná,Southern Jê,Kaingang"
Khmer,khm,"Austroasiatic,Khmeric,Khmer"
Kasua,khs,"Trans–New Guinea,Bosavi,Kaluli–Kasua,Kasua"
Kele (Democratic Republic of Congo),khy,"Niger–Congo,?,Atlantic–Congo,Benue–Congo,Southern Bantoid,Bantu,(,Zone C,),Soko–Kele,(C.50–60),Kele"
Keapara,khz,"Austronesian,Malayo-Polynesian,Oceanic,Western Oceanic,Papuan Tip,Central,Sinagoro–Keapara,Keapara"
Kim,kia,"Niger–Congo,?,Atlantic–Congo,Mbum–Day,Kim languages,Kim"
Kukele,kez,"Niger–Congo,?,Atlantic–Congo,Benue–Congo,Cross River,Upper Cross,Central,North–South,Koring–Kukele,Kele"
Halh Mongolian,khk,"Mongolic,Mongolian"
Khiamniungan Naga,kix,"Sino-Tibetan,Brahmaputran,Konyak,Konyak–Chang,Khiamniungan"
Kikuyu,kik,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Southern Bantoid,Bantu,Northeast Bantu,Thagiicu,West Thagiicu,Kikuyu-Embu,Kikuyu"
Khakas,kjh,"Turkic,Common Turkic,Siberian Turkic,[2],South Siberian,Yenisei Turkic,[3],Khakas"
Kinyarwanda,kin,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Southern Bantoid,Bantu,Northeast Bantu,Great Lakes Bantu,Rwanda-Rundi,Kinyarwanda"
East Kewa,kjs,"Engan,South,Kewa"
Q'anjob'al,kjb,"Mayan,Western Mayan,Qʼanjobalan,Qʼanjobalan,Kanjobal–Jacaltec,Qʼanjobʼal"
Kirghiz,kir,"Turkic,Common Turkic,Kipchak,Kyrgyz–Kipchak,Kyrgyz"
Kisar,kje,"Austronesian,Malayo-Polynesian,Central–Eastern,Timoric,South–East Timor,Luangic–Kisaric,Kisar–Roma,Kisar"
Kosarek Yale,kkl,"Trans–New Guinea,Mek,Northern,Kosarek–Nipsan,Kosarek"
Odoodee,kkc,"Trans–New Guinea,East Strickland,Odoodee"
Kako,kkj,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Southern Bantoid,Bantu,(,Zone A,),Makaa–Njem,+ Kako (A.80–90),Kako languages,Kako"
Konni,kma,"Niger–Congo,?,Atlantic–Congo,Volta–Congo,Savannas,Gur,Northern,Oti–Volta,Buli–Koma,Konni"
Maskelynes,klv,"Austronesian,Malayo-Polynesian,Oceanic,Southern Oceanic,Central Vanuatu,Malakula,Eastern,Maskelynes"
Nukna,klt,"Trans–New Guinea,Finisterre–Huon,Finisterre,Uruwa,Nukna"
Kom (India),kmm,"Sino-Tibetan,Kuki-Chin,Northwestern,[2],Kom"
Kâte,kmg,"Trans–New Guinea,Finisterre–Huon,Huon,Eastern Huon,Kâte"
Limos Kalinga,kmk,"Austronesian,Malayo-Polynesian,Philippine,Northern Luzon,Meso-Cordilleran,Central Cordilleran,Kalinga–Itneg,Kalinga"
Northern Kurdish,kmr,"Indo-European,Indo-Iranian,Iranian,Western,Northwestern,Kurdish,Kurmanji"
Kwoma,kmo,"Sepik,Middle Sepik,Nukuma,Kwoma"
Kagulu,kki,"Niger–Congo,?,Atlantic–Congo,Benue–Congo,Bantoid,Bantu,Northeast Bantu,Northeast Coast Bantu,Ruvu (G30+G10),Kaguru"
Kuranko,knk,"Niger–Congo,Mande,Western Mande,Central–Western,Central Mande,Manding–Jogo,Manding–Vai,Manding–Mokole,Mokole,Kuranko"
Kalam,kmh,"Trans–New Guinea,Madang,Rai Coast–Kalam,Kalam,Kalam–Kobon,Kalam"
Mankanya,knf,"Niger–Congo,?,Atlantic–Congo,Bak–Bijago,Bak proper,Jola–Papel,Manjaku–Papel,Mankanya"
Kankanaey,kne,"Austronesian,Malayo-Polynesian,Philippine,Northern Luzon,Meso-Cordilleran,Central Cordilleran,Nuclear Cordilleran,Bontok–Kankanay,Kankanaey"
Western Kanjobal,knj,"Mayan,Qʼanjobalan–Chujean,Qʼanjobalan,Kanjobal–Jacaltec,Akateko"
Koongo,kng,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Southern Bantoid,Bantu,(,Zone H,),Kongo,-,Yaka,Kongo languages,(H.10),Kongo"
Cogui,kog,"Chibchan,Arwako–Chimila,Arwako,Kogi"
Tabo,knv,"Language isolate,or,Trans-Fly,Waia"
Kanite,kmu,"Trans–New Guinea,Kainantu–Goroka,Goroka,Kamono–Yagaria,Kanite"
Komba,kpf,"Trans–New Guinea,Finisterre–Huon,Huon,Western Huon,Komba"
Kamasau,kms,"Torricelli,Marienberg,Kamasau"
Kosraean,kos,"Austronesian,Malayo-Polynesian,Oceanic,Micronesian,Micronesian Proper,Nuclear Micronesian,Kosraean"
Korean,kor,"Koreanic,Korean"
Korafe-Yegha,kpr,"Trans–New Guinea,Binanderean,Korafe"
Kono (Sierra Leone),kno,"Mande,Western Mande,Central,Manding–Jogo,Manding–Vai,Vai–Kono,Kɔnɔ"
Kobon,kpw,"Trans–New Guinea,Madang,Rai Coast–Kalam,Kalam,Kalam–Kobon,Kobon"
Mountain Koiali,kpx,"Trans–New Guinea,Koiarian,Koiaric,Mountain Koiari"
Kapingamarangi,kpg,"Austronesian,Malayo-Polynesian,Oceanic,Polynesian,Ellicean,Kapingamarangi"
Karajá,kpj,"Macro-Jê,Karajá"
Kupsabiny,kpz,"Nilo-Saharan,?,Eastern Sudanic,Nilotic,Southern Nilotic,Kalenjin,Elgon,Kupsabiny"
Komi-Zyrian,kpv,"Uralic,Finno-Ugric,Permic,Komi language"
Kalagan,kqe,"Austronesian,Malayo-Polynesian,Philippine,Central Philippine,Mansakan,Kalagan"
Kakabai,kqf,"Austronesian,Malayo-Polynesian,Oceanic,Western Oceanic,Papuan Tip,Nuclear Papuan Tip,North Papuan Mainland – D'Entrecasteaux,Kakabai–Dawawa,Kakabai"
Doromu-Koki,kqc,"Trans–New Guinea,Manubaran,Doromu"
Koorete,kqy,"Afro-Asiatic,Omotic,North,Ometo,East,Koorete"
Kandas,kqw,"Austronesian,Malayo-Polynesian,Oceanic,Western,Meso-Melanesian,(St George linkage),Kandas–Ramoaaina,Kandas"
Kimré,kqp,"Afro-Asiatic,Chadic,East Chadic,East Chadic A,Nancere,(A.2.1),Kimré"
Eastern Krahn,kqo,"Niger–Congo,?,Atlantic–Congo,Kru,Western Kru,Wee,Konobo"
Northern Kissi,kqs,"Niger–Congo,?,Atlantic–Congo,Mel,Bullom–Kissi,Kissi"
Karachay-Balkar,krc,"Turkic,Common Turkic,Kipchak,Kipchak–Cuman,[,ru,],Karachay-Balkar"
Southern Kalinga,ksc,"Austronesian,Malayo-Polynesian,Philippine,Northern Luzon,Meso-Cordilleran,Central Cordilleran,Kalinga–Itneg,Kalinga"
Krio,kri,"English Creole,Atlantic,Krio"
Bafia,ksf,"Niger–Congo,?,Atlantic–Congo,Benue–Congo,Bantoid,Bantu,(,Zone A,),Bafia languages,(A.50),Kpa’"
Borong,ksr,"Trans–New Guinea,Finisterre–Huon,Huon,Western Huon,Borong"
Kuanua,ksd,"Austronesian,Malayo-Polynesian,Oceanic,Western,Meso-Melanesian,(St George linkage),Patpatar–Tolai,Tolai"
Kinaray-A,krj,"Austronesian,Malayo-Polynesian,Philippine,Central Philippine,Bisayan,Western Bisayan,Karay-a"
Kaba,ksp,"Nilo-Saharan,?,Central Sudanic,Bongo–Bagirmi,Sara languages,West,Kaba"
Southern Kisi,kss,"Niger–Congo,?,Atlantic–Congo,Mel,Bullom–Kissi,Kissi"
S'gaw Karen,ksw,"Sino-Tibetan,Karenic,Sgaw–Bghai,S’gaw Karen language"
Kambaata,ktb,"Afro-Asiatic,Cushitic,Highland East,Kambaata"
Plapo Krumen,ktj,"Niger–Congo,?,Atlantic–Congo,Kru,Western Kru,Grebo,Krumen"
Kituba (Democratic Republic of Congo),ktu,"Kongo-based,creole,Kituba"
Kurti,ktm,"Austronesian,Malayo-Polynesian,Oceanic,Admiralty Islands,Eastern Admiralty Islands,Manus,East Manus,Kurti"
Kuot,kto,Language isolate
Kutep,kub,"Niger–Congo,?,Atlantic–Congo,Benue–Congo,Jukunoid,Kuteb"
Kuman (Papua New Guinea),kue,"Trans–New Guinea,Chimbu–Wahgi,Chimbu,Kuman"
Kuanyama,kua,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Southern Bantoid,Bantu,Kavango–Southwest,Southwest Bantu,Ovambo,Kwanyama"
Kunimaipa,kup,"Trans-New Guinea,Goilalan,Kunimaipa,Kunimaipa"
'Auhelawa,kud,"Austronesian,Malayo-Polynesian,Oceanic,Western,Papuan Tip,Nuclear,Suauic,ʼAuhelawa"
Kusaal,kus,"Niger–Congo,?,Atlantic–Congo,Gur,Northern,Oti–Volta,Kusaal"
Kumyk,kum,"Turkic,Common Turkic,Kypchak,Kypchak–Cuman,Kumyk"
Kwanga,kwj,"Sepik,Middle Sepik,Nukuma,Kwanga"
Border Kuna,kvn,"Chibchan,Kuna–Colombian,Kuna"
Kwara'ae,kwf,"Austronesian,Malayo-Polynesian,Oceanic,Southeast Solomonic,Malaita – San Cristobal,Malaita,Northern Malaita,Kwara'ae"
Kwaio,kwd,"Austronesian,Malayo-Polynesian,Oceanic,Southeast Solomonic,Malaita – San Cristobal,Malaita,Northern Malaita,Kwaio"
Konso,kxc,"Afro-Asiatic,Cushitic,Lowland East,Oromoid,Konsoid,Konso"
Konai,kxw,"Trans–New Guinea,East Strickland,Peripheral,Konai"
Northern Khmer,kxm,"Austroasiatic,Khmer,Northern Khmer"
Keyagana,kyg,"Trans–New Guinea,Kainantu–Goroka,Goroka,Kamono–Yagaria,Keyagana"
Kyaka,kyc,"Engan,North Engan,Kyaka"
Awa-Cuaiquer,kwi,"Barbacoan,Awan,Cuaiquer"
Western Kayah,kyu,"Sino-Tibetan,Karen languages,Sgaw–Bghai,Karenni"
Kayabí,kyz,"Tupian,Tupi–Guaraní,Kawahib,Kayabí"
Kosena,kze,"Trans–New Guinea,Kainantu–Goroka,Kainantu,Gauwa,Kosena"
Da'a Kaili,kzf,"Austronesian,Malayo-Polynesian,Celebic,Kaili–Pamona,Northern,Kaili"
Psikye,kvj,"Afro-Asiatic,Chadic,Biu–Mandara,Bura–Higi,Higi,(A.3),Kamwe,[2],Psikye"
Kouya,kyf,"Niger–Congo,?,Atlantic–Congo,Kru,Eastern,Bété,Kuya"
Lacandon,lac,"Mayan,Yucatecan,Yucatec–Lacandon,Lacandon"
Kenga,kyq,"Nilo-Saharan,?,Central Sudanic,Bongo–Bagirmi,Bagirmi,Kenga"
Lango (Uganda),laj,"Nilo-Saharan,?,Eastern Sudanic,Nilotic,Western Nilotic,Luo,-,Burun,Luo,Southern Luo,Lango-Kumam,Lango"
Lama (Togo),las,"Niger–Congo,?,Atlantic–Congo,Gur,Southern,Gurunsi,Eastern,Lama"
Lambya,lai,"Niger–Congo,?,Atlantic–Congo,Benue–Congo,Bantoid,Bantu,Rukwa,Mbozi,Mbeya,South,Lambya"
Lamba,lam,"Niger–Congo,?,Atlantic–Congo,Benue–Congo,Bantoid,Bantu,Sabi,South,Lamba"
Latvian,lav,"Indo-European,Balto-Slavic,Baltic,Eastern Baltic,Latvian"
Lao,lao,"Kra–Dai,Tai,Southwestern Tai,(Thai),Lao–Phutai,Lao"
Ladakhi,lbj,"Sino-Tibetan,Tibeto-Kanauri,Bodish,Tibetic,Ladakhi–Balti,Ladakhi"
Latin,lat,"Indo-European,Italic,Latino-Faliscan,Latin"
Label,lbb,"Austronesian,Malayo-Polynesian,Oceanic,Western,Meso-Melanesian,(St George linkage),Label–Bilur,Label"
Tungag,lcm,"Austronesian,Malayo-Polynesian,Oceanic,Western,Meso-Melanesian,(New Ireland),Tungag–Nalik,Tungag"
Lelemi,lef,"Niger–Congo,?,Atlantic–Congo,Kwa,Na-Togo,Lelemi languages,Lelemi"
Lyélé,lee,"Niger–Congo,?,Atlantic–Congo,Gur,Southern,Gurunsi,Northern,Lyélé"
Central Bontok,lbk,"Austronesian,Malayo-Polynesian,Philippine,Northern Luzon,Meso-Cordilleran,Central Cordilleran,Nuclear Cordilleran,Bontok–Kankanay,Bontoc"
Laari,ldi,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Southern Bantoid,Bantu,(,Zone H,),Kongo,-,Yaka,Kongo languages,(H.10),Kongo"
Nomaande,lem,"Niger–Congo,?,Atlantic–Congo,Benue–Congo,Southern Bantoid,Mbam,West Mbam,Mandi"
,leg,
Lenje,leh,"Niger–Congo,?,Atlantic–Congo,Benue–Congo,Bantoid,Bantu,Botatwe,Lenje"
Lega-Mwenga,lgm,"Niger–Congo,?,Atlantic–Congo,Benue–Congo,Bantoid,Bantu,(,Zone D.20,),Lega–Binja,Lega–Bemba,Lega"
Kara (Papua New Guinea),leu,"Austronesian,Malayo-Polynesian,Oceanic,Western,Meso-Melanesian,(New Ireland),Tungag–Nalik,Kara"
Luang,lex,"Austronesian,Malayo-Polynesian,(MP),Central–Eastern MP,Timoric,South–East Timor,Luangic–Kisaric,Luangic,Luang"
Ledo Kaili,lew,"Austronesian,Malayo-Polynesian,Celebic,Kaili–Pamona,Northern,Kaili,Ledo Kaili"
Lahu Shi,lhi,"Sino-Tibetan,(,Tibeto-Burman,),Lolo–Burmese,Loloish,(Lahoish),Lahu"
West-Central Limba,lia,"Niger–Congo,?,Atlantic–Congo,Limba"
Lahu,lhu,"Sino-Tibetan,(,Tibeto-Burman,),Lolo–Burmese,Loloish,(Lahoish),Lahu"
Lhomi,lhm,"Sino-Tibetan,Tibeto-Burman,Tibeto-Kanauri,?,Bodish,Tibetic,Central Tibetan"
Sekpele,lip,"Niger–Congo,?,Atlantic–Congo,Kwa,Na-Togo,Lelemi,Likpe"
Limbu,lif,"Sino-Tibetan,Himalayish languages,?,Limbu"
Lithuanian,lit,"Indo-European,Balto-Slavic,Baltic,Eastern Baltic,Lithuanian"
Lingala,lin,"Niger–Congo,?,Atlantic–Congo,Benue–Congo,Southern Bantoid,Bantu,(,Zone C,),Bangi–Ntomba,(C.30),Bangi–Moi,Bangi,Lingala"
Nyindrou,lid,"Austronesian,Malayo-Polynesian,Oceanic,Admiralty Islands,Eastern Admiralty Islands,Manus,West Manus,Nyindrou"
Limbum,lmp,"Niger–Congo,?,Atlantic–Congo,Benue–Congo,Southern Bantoid,Grassfields,Eastern,Nkambe,Limbum"
Lamkang,lmk,"Sino-Tibetan,(,Tibeto-Burman,),Kuki-Chin-Naga,Southern Naga,[2],Lamkaang"
Lampung Api,ljp,"Austronesian,Malayo-Polynesian,Western Indonesian,Lampungic,Lampung"
Lobi,lob,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Savannas,Gur,Southern Gur,Lobi–Dyan,Lobi"
Lobala,loq,"Niger–Congo,?,Atlantic–Congo,Benue–Congo,Bantoid,Bantu,(,Zone C.10,),Ngondi–Ngiri,Bala"
Loma (Liberia),lom,"Niger–Congo,Mande,Western Mande,Southwestern,Mende–Loma,Loma"
Lashi,lsi,"Sino-Tibetan,(,Tibeto-Burman,),Lolo–Burmese,Burmish,Maruic,Lashi"
Mongo,lol,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Southern Bantoid,Bantu,(,Zone C,),Bangi–Ntomba,Mongo–Bolia,Mongo–Nkunda (C.60),Mongo"
Lozi,loz,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Southern Bantoid,Bantu,Southern Bantu,Sotho–Tswana,Lozi"
Saamia,lsm,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Southern Bantoid,Bantu,Northeast Bantu,Great Lakes Bantu,Masaba,–Luhya,Luhya,Samia"
Luo (Kenya and Tanzania),luo,"Nilo-Saharan,?,Eastern Sudanic,Nilotic,Western Nilotic,Luo,Southern Luo,Adhola-Alur-Luo,Adhola-Luo,Luo"
Ganda,lug,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Southern Bantoid,Bantu,Northeast Bantu,Great Lakes Bantu,West Nyanza,North Nyanza,Ganda"
Luwo,lwo,"Nilo-Saharan,?,Eastern Sudanic,Nilotic,Western Nilotic languages,Luo,Northern,Jur languages,Luwo"
Lushai,lus,"Sino-Tibetan,Kuki-Chin-Mizo,Central,Mizo"
Lewo,lww,"Austronesian,Malayo-Polynesian,Oceanic,Southern Oceanic,Central Vanuatu,Epi,Lamenu–Baki,Lamenu–Lewo,Lewo"
Standard Latvian,lvs,"Indo-European,Balto-Slavic,Baltic,Eastern Baltic,Latvian"
San Jerónimo Tecóatl Mazatec,maa,"Oto-Manguean,Popolocan,Mazatecan,Highland,Western,Tecóatl Mazatec"
Literary Chinese,lzh,"Sino-Tibetan,Sinitic,Classical Chinese"
Mafa,maf,"Afro-Asiatic,Chadic,Biu–Mandara,Wandala–Mafa,Mafa languages,(A.5),South (c),Mafa"
Madurese,mad,"Austronesian,Malayo-Polynesian,Malayo-Sumbawan,(?),Madurese"
Jalapa De Díaz Mazatec,maj,"Oto-Manguean,Popolocan,Mazatecan,Lowland,Valley,Southern,Jalapa Mazatec"
Marshallese,mah,"Austronesian,Malayo-Polynesian,Oceanic,Micronesian,Micronesian Proper,Nuclear Micronesian,Marshallese"
Maithili,mai,"Indo-European,Indo-Iranian,Indo-Aryan,Eastern,Bihari,Maithili"
Malayalam,mal,"Dravidian,Southern Dravidian,[5],Tamil–Kannada,Tamil–Kodagu,Tamil-Malayalam,Malayalam languages,Malayalam"
Makasar,mak,"Austronesian,Malayo-Polynesian,South Sulawesi,Makassaric,Makasar"
Chiquihuitlán Mazatec,maq,"Oto-Manguean,Popolocan,Mazatecan,Chiquihuitlán Mazatec"
Mam,mam,"Mayan,Eastern Mayan,Greater Mamean,Mamean,Mam"
Sateré-Mawé,mav,"Tupian,Mawé"
Huautla Mazatec,mau,"Oto-Manguean,Popolocan,Mazatec"
Marathi,mar,"Indo-European,Indo-Iranian,Indo-Aryan,Southern Indo-Aryan,Marathi-Konkani,Marathi"
Mampruli,maw,"Niger–Congo,?,Atlantic–Congo,Gur,Northern,Oti–Volta,Western-Oti/Volta,Southeastern,Mampruli"
Central Mazahua,maz,"Oto-Manguean,Oto-Pamean,Otomian,Mazahua"
Macushi,mbc,"Cariban,Venezuelan Carib,Pemóng–Panare,Pemóng,Macushi"
Nadëb,mbj,"Nadahup,Nadëb"
Baba Malay,mbf,"Creole,Malay trade and creole languages,Malay-based creole,Malay-based creole,Malay-based creole,Betawi,Malay-based creole,Malay Creole,Sri Lankan Malay,Malay,–based pidgin,Mixed,Malay,–,Makassarese,Malay-based creole,Malay-based creole,East Indonesian,Kupang Malay,?,Broome Pearling Lugger Pidgin,Brunei Malay,-based creole?,Malay Creole,East Indonesian,Manado Malay,Malay-based creole,East Indonesian,Gorap,Malay Creole,East Indonesian,North Moluccan Malay,Malay-based creole,East Indonesian,Kupang Malay,Malay Creole,East Indonesian,Ambonese Malay,Malay-based creole,East Indonesian,Bandanese Malay,Malay Creole,East Indonesian Malay,Papuan Malay"
Dibabawon Manobo,mbd,"Austronesian,Malayo-Polynesian,Philippine,Greater Central Philippine,Manobo,Central,Agusan"
Mangseng,mbh,"Austronesian,Malayo-Polynesian,Oceanic,Western Oceanic,North New Guinea,Ngero–Vitiaz,Southwest New Britain,Arawe–Pasismanua,Arawe,Mangseng"
Maxakalí,mbl,"Macro-Jê,Maxakalían,Maxakalí"
Western Bukidnon Manobo,mbb,"Austronesian,Malayo-Polynesian,Philippine,Greater Central Philippine,Manobo,Central,West,Western Bukidnon Manobo"
Ilianen Manobo,mbi,"Austronesian,Malayo-Polynesian,Philippine,Greater Central Philippine,Manobo,Central,West,Ilianen"
Sarangani Manobo,mbs,"Austronesian,Malayo-Polynesian,Philippine,Greater Central Philippine,Manobo,South,Sarangani"
Machiguenga,mcb,"Arawakan,Southern,Campa,Machiguenga"
Matigsalug Manobo,mbt,"Austronesian,Malayo-Polynesian,Philippine,Greater Central Philippine,Manobo,Central,South,Matigsalug"
Masana,mcn,"Afro-Asiatic,Chadic,Masa,North,Massa"
Maca,mca,"Matacoan,Maká"
Ese,mcq,"Trans–New Guinea,Koiarian,Baraic,Ese"
Sharanahua,mcd,"Panoan,Mainline Panoan,Nawa,Headwaters,Yaminawa"
Mbunda,mck,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Southern Bantoid,Bantu,(,Zone K,),Chokwe–Luchazi,(K.10),Mbunda"
Matsés,mcf,"Panoan,Mayoruna,Mayo,Matses group,Matsés,(unattested)"
Coatlán Mixe,mco,"Mixe–Zoque,Mixean,Mixe,Isthmus Mixe"
Makaa,mcp,"Niger–Congo,?,Atlantic–Congo,Benue–Congo,Bantu,(,Zone A,),Makaa–Njem,+ Kako (A.80–90),Ndzem–Bomwali,Makaa languages,Makaa"
Cameroon Mambila,mcu,"Niger–Congo,?,Atlantic–Congo,Benue–Congo,Bantoid,Northern Bantoid,Mambiloid,Mambila–Konja,Mambila–Vute,Mambila"
Mada (Nigeria),mda,"Niger–Congo,?,Atlantic–Congo,Benue–Congo,Plateau,Ninzic,Mada"
Melpa,med,"Trans–New Guinea,Chimbu–Wahgi,Hagen,Melpa"
Meyah,mej,"West Papuan,East Bird's Head,Mantion–Meax,Meax languages,Meyah"
Male (Ethiopia),mdy,"Afro-Asiatic,Omotic,North,Ometo,Maale"
Merey,meq,"Afro-Asiatic,Chadic,Biu–Mandara,Wandala–Mafa,Mafa,(A.5),South (b),Merey"
Mende (Sierra Leone),men,"Mande,Western Mande,Southwestern,Mende–Loma,Mende–Bandi,Mende–Loko,Mende"
Mengen,mee,"Austronesian,Malayo-Polynesian,Oceanic,Western Oceanic,Ngero–Vitiaz,Mengen languages,Mengen"
Mekeo,mek,"Austronesian,Malayo-Polynesian,Oceanic,Western Oceanic,Papuan Tip,Central Papuan Tip,Nuclear West Central,Mekeo,Mekeo-based pidgin,Mekeo-based pidgin"
Motu,meu,"Austronesian,Malayo-Polynesian,Oceanic,Western Oceanic,Papuan Tip,Central,Sinagoro–Keapara,Motu"
Matal,mfh,"Afro-Asiatic,Chadic,Biu–Mandara,Wandala–Mafa,Mafa,(A.5),Matal"
Wandala,mfi,"Afro-Asiatic,Chadic,Biu–Mandara,Wandala–Mafa,Wandala languages,(A.4),East,Wandala"
North Mofu,mfk,"Afro-Asiatic,Chadic,Biu–Mandara,Wandala–Mafa,Mafa,(A.5),South (c),North Mofu"
Morisyen,mfe,"French Creole,Bourbonnais Creoles,Mauritian Creole"
Mayo,mfy,"Uto-Aztecan,Cáhita,Mayo"
Moba,mfq,"Niger–Congo,?,Atlantic–Congo,Gur,Northern,Oti–Volta,Gurma,Moba"
Morokodo,mgc,"Nilo-Saharan,?,Central Sudanic,Bongo–Bagirmi,Bongo–Baka,Morokodo"
