name,iso639-3,family-tree
Mwani,wmw,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Southern Bantoid,Bantu,Northeast Coast Bantu,Sabaki,Swahili,Mwani"
Wedau,wed,"Austronesian,Malayo-Polynesian,Oceanic,Western Oceanic,Papuan Tip,Nuclear Papuan Tip,North Mainland – D'Entrecasteaux,Taupota languages,Taupota"
Wantoat,wnc,"Trans–New Guinea,Finisterre–Huon,Finisterre,Wantoat languages,Wantoat"
Usan,wnu,"Trans–New Guinea,?,Madang,Croisilles,Numugen,Usan"
Wè Northern,wob,"Niger–Congo,?,Atlantic–Congo,Kru,Western Kru,Wee,Wobé"
Wiru,wiu,"Papuan Gulf,?,Teberan–Pawaian,[2],Wiru"
Waris,wrs,"Border,Bewani Range,Bapi River,Waris"
Waskia,wsk,"Trans–New Guinea,?,Madang,Croisilles,Isumrud,Kowan,Waskia"
Kalmyk,xal,"Mongolic,Central Mongolic,Oirat,Torgut,and,Dorbet,Kalmyk"
Waama,wwa,"Niger–Congo,?,Atlantic–Congo,Gur,Northern,Oti–Volta,Eastern (Somba),Waama"
Wolof,wol,"Niger–Congo,?,Atlantic–Congo,Atlantic,Senegambian,Wolof–Nyun,Wolof"
Xavánte,xav,"Macro-Jê,Jê,Cerrado,Akuwẽ (Central Jê),Xavante"
Kombio,xbi,"Torricelli,Urim,Kombio"
Kamula,xla,"Trans–New Guinea,or unclassified,Awin–Pa,Kamula"
Wuvulu-Aua,wuv,"Austronesian,Malayo-Polynesian,Oceanic,Admiralty Islands,Western Admiralty Islands,Wuvulu-Aua"
Hanga Hundi,wos,"Sepik,Middle Sepik,Ndu,Kwasengen"
Kambera,xbr,"Austronesian,Malayo-Polynesian,Central–Eastern,Sumba–Flores,?,Sumba–Hawu,Sumba,East Sumbanese,Kambera"
Hdi,xed,"Afro-Asiatic,Chadic,Biu–Mandara,A,Mandara–Lamang,Lamang,Hdi"
Sanumá,xsu,"Yanomaman,Sanumá"
Konkomba,xon,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Savannas,Gur,Northern Gur,Oti–Volta,Gurma,Konkomba"
Eastern Karaboro,xrb,
Diuxi-Tilantongo Mixtec,xtd,"Oto-Manguean,Mixtecan,Mixtec,Tilantongo Mixtec"
Xhosa,xho,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Southern Bantoid,Bantu,Southern Bantu,Nguni,-,Tsonga,Nguni,Zunda,Xhosa"
Kasem,xsm,"Niger–Congo,?,Atlantic–Congo,Gur,Southern,Gurunsi,Northern,Kasem"
Yaminahua,yaa,"Panoan,Mainline Panoan,Nawa,Headwaters,Yaminawa"
Sio,xsi,"Austronesian,Malayo-Polynesian,Oceanic,Western Oceanic,North New Guinea,Ngero–Vitiaz,Vitiaz,Sio"
Kuo,xuo,"Niger–Congo,?,Atlantic–Congo,Mbum–Day,Mbum,Central Mbum,Koh–Sakpu,Kuo"
Yagua,yad,"Peba–Yaguan,Yagua"
Mayangna,yan,"Misumalpan,Sumalpan,Sumo"
Yalunka,yal,"Niger–Congo,Mande,Western Mande,Central,Susu–Yalunka,Yalunka"
Yamba,yam,"Niger–Congo,?,Atlantic–Congo,Benue–Congo,Southern Bantoid,Grassfields,Eastern,Mantungland,Yamba"
Yaqui,yaq,"Uto-Aztecan,Cahitan,Yaqui"
Magdalena Peñasco Mixtec,xtm,"Oto-Manguean,Mixtecan,Mixtec,Ñumí–Tlacotepec ?,Peñasco Mixtec"
Yaweyuha,yby,"Trans–New Guinea,Kainantu–Goroka,Goroka,Yaweyuha"
Angguruk Yali,yli,"Trans–New Guinea,West Trans–New Guinea,Irian Highlands,?,Dani languages,Ngalik,Yali"
Yucuna,ycn,"Arawakan,Northern,Upper Amazon,Western Nawiki,Yucuna"
Iamalele,yml,"Austronesian,Malayo-Polynesian,Oceanic,Western Oceanic,Papuan Tip,Nuclear Papuan Tip,North Papuan Mainland – D'Entrecasteaux,Bwaidoga,Iamalele"
Yareba,yrb,"Trans–New Guinea,Yareban,Nawaru–Yareba,Yareba"
Yele,yle,"Yele – West New Britain languages,?,Austronesian,?,Yele"
Yongkom,yon,"Trans–New Guinea,Central & South New Guinea,?,Ok,Lowland Ok,Yonggom"
Yaouré,yre,"Niger–Congo,Mande,Eastern Mande,Southeastern,Mano–Dan,Guro–Dan,Guro–Yaure,Yaure"
Yoruba,yor,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Volta–Niger,YEAI,Yoruboid,Edekiri,Yoruba"
Nenets,yrk,"Uralic,Samoyedic,(core),Enets,–Nenets,Nenets"
Yau (Morobe Province),yuw,"Trans–New Guinea,Finisterre–Huon,Finisterre,Uruwa,Yau"
Yessan-Mayo,yss,"Sepik,Tama,Yessan"
Karkar-Yuri,yuj,"Pauwasi,East Pauwasi,Emem–Karkar,Karkar"
Yopno,yut,"Trans–New Guinea,Finisterre–Huon,Finisterre,Yupna,Yopno"
Yuracare,yuz,Language isolate
Yawa,yva,"West Papuan,?,Yawan,Yawa"
Sierra de Juárez Zapotec,zaa,"Oto-Manguean,Zapotecan,Zapotec,Sierra Norte,Sierra Juárez,Ixtlán Zapotec"
Ocotlán Zapotec,zac,"Oto-Manguean,Zapotecan,Zapotec,Central,Valley,Extended Ocotepec,Ocotlán Zapotec"
Yucateco,yua,"Mayan,Yucatecan,Yucatec–Lacandon,Yucatec Maya"
Yareni Zapotec,zae,"Oto-Manguean,Zapotecan,Zapotec,Sierra Norte,Sierra Juárez,Ixtlán Zapotec"
Cajonos Zapotec,zad,"Oto-Manguean,Zapotecan,Zapotec,Sierra Norte,Zoogochoan,Cajonos Zapotec"
Western Tlacolula Valley Zapotec,zab,"Oto-Manguean,Zapotecan,Zapotec,Central,Valley,Tlacolula Valley Zapotec"
Isthmus Zapotec,zai,"Oto-Manguean,Zapotecan,Zapotec,Central,Extended Ocotepec,Isthmus Zapotec"
Ozolotepec Zapotec,zao,"Oto-Manguean,Zapotecan,Zapotec,Sierra Sur,Miahuatlan,Ozolotepec Zapotec"
Rincón Zapotec,zar,"Oto-Manguean,Zapotecan,Zapotec,Sierra Norte,Rincon,Rincón Zapotec"
Santo Domingo Albarradas Zapotec,zas,"Oto-Manguean,Zapotecan,Zapotec,Central,Albarradas Zapotec"
Yatzachi Zapotec,zav,"Oto-Manguean,Zapotecan,Zapotec,Sierra Norte,Zoogochoan,Yatzachi Zapotec"
Mitla Zapotec,zaw,"Oto-Manguean,Zapotecan,Zapotec,Central,Mitla Zapotec"
Miahuatlán Zapotec,zam,"Oto-Manguean,Zapotecan,Zapotec,Sierra Sur,Miahuatlan,Miahuatlán Zapotec"
Coatecas Altas Zapotec,zca,"Oto-Manguean,Zapotecan,Zapotec,Sierra Sur,Miahuatlan,Coatecas Altas Zapotec"
Tabaa Zapotec,zat,"Oto-Manguean,Zapotecan,Zapotec,Sierra Norte,Zoogochoan,Tabaá Zapotec"
Choapan Zapotec,zpc,"Oto-Manguean,Zapotecan,Zapotec,Sierra Norte,Choápam Zapotec"
Zia,zia,"Trans–New Guinea,Binanderean,Zia–Yekora,Zia"
Zigula,ziw,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Southern Bantoid,Bantu,Northeast Coast Bantu,Seuta,Zigula"
Chinese,zho,"Sino-Tibetan,Sinitic,Chinese"
Francisco León Zoque,zos,"Mixe-Zoquean,Zoquean,Chiapas Zoque"
Zou,zom,"Sino-Tibetan,Kuki-Chin-Mizo languages,[2],Northern Kuki-Chin-Mizo languages,Zo"
Amatlán Zapotec,zpo,"Oto-Manguean,Zapotecan,Zapotec,Sierra Sur,Miahuatlan,Amatlán Zapotec"
Lachixío Zapotec,zpl,"Oto-Manguean,(MP),Zapotecan,Zapotec,Western,Lachixío Zapotec"
Mixtepec Zapotec,zpm,"Oto-Manguean,Zapotecan,Zapotec,Sierra Sur,Cis-Yautepec,Mixtepec Zapotec"
Zoogocho Zapotec,zpq,"Oto-Manguean,Zapotecan,Zapotec,Sierra Norte,Zoogochoan,Zoogocho Zapotec"
Yalálag Zapotec,zpu,"Oto-Manguean,Zapotecan,Zapotec,Sierra Norte,Zoogochoan,Yalálag Zapotec"
Chichicapan Zapotec,zpv,"Oto-Manguean,Zapotecan,Zapotec,Central,Valley,Chichicapan Zapotec"
Texmelucan Zapotec,zpz,"Oto-Manguean,Zapotecan,Zapotec,Papabuco,Texmelucan Zapotec"
Southern Rincon Zapotec,zsr,"Oto-Manguean,Zapotecan,Zapotec,Sierra Norte,Rincon,Rincón Zapotec"
Santa María Quiegolani Zapotec,zpi,"Oto-Manguean,Zapotecan,Zapotec,Sierra Sur,Cis-Yautepec,Quiegolani Zapotec"
Quioquitani-Quierí Zapotec,ztq,"Oto-Manguean,Zapotecan,Zapotec,Sierra Sur,Yautepec,Quioquitani Zapotec"
Yatee Zapotec,zty,"Oto-Manguean,Zapotecan,Zapotec,Sierra Norte,Rincon,Yatee Zapotec"
Zyphe Chin,zyp,"Sino-Tibetan,(,Tibeto-Burman,),Kuki-Chin,Maraic,Zyphe"
Standard Malay,zsm,"Austronesian,Malayo-Polynesian,Malayo-Sumbawan,(?),Malayic,Malay,Malaysian"
Zulu,zul,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Southern Bantoid,Bantu,Southern Bantu,Nguni,-,Tsonga,Nguni,Zunda,Zulu"
San Vicente Coatlán Zapotec,zpt,"Oto-Manguean,Zapotecan,Zapotec,Sierra Sur,Miahuatlan,San Baltázar Loxicha,San Vicente Zapotec"
